Shrub_ID,D1,D2,H,Volume,S.density grouping,Canopy,Skat.2013,Skat.2014,X,Y,RDM.2013,RDM.2014,Shrub.density,Dx,Burrows,Trails
231,1.72,0.97,0.88,0.77,3,5,0,0,696913.8874,4063378.935,1.189873219,1.376913071,0.007604102,6.09,1,0
232,2.61,2.18,0.87,2.59,3,4,0,0,696917.6885,4063376.913,0.592691839,0.875316441,0.007300675,6.24,1,3
233,1.8,1.26,0.85,1.01,3,5,0,0,696909.5935,4063371.288,1.884451985,0.950178325,0.007449636,,,
234,2.77,1.44,0.85,1.78,3,7,0,0,696909.5449,4063357.854,0.724503934,0.114178233,0.006808589,3.31,3,3
235,1.65,2.1,1.14,2.07,3,8,0,0,696904.8604,4063355.526,0.352153271,0.074026629,0.005897769,2.51,1,3
236,2.46,1.92,1.35,3.34,3,7,0,0,696906.1496,4063357.776,0.433576792,0.086371444,0.006281302,3.36,3,2
237,2.75,2.08,1,2.99,3,4,0,0,696911.896,4063352.802,0.598273873,0.10360571,0.006347979,6.2,3,0
238,5.65,3.3,0.81,7.91,3,3,0,0,696901.2071,4063331.686,0.229024142,0.619156778,0.005816966,,,
239,2.4,2.3,1.3,3.76,3,7,1,0,696899.8747,4063346.864,0.119904004,0.133570075,0.005308962,,,
240,2,1.35,1.03,1.46,3,3,0,0,696898.3559,4063362.37,0.327385187,0.321028888,0.006648377,11.23,2,3
241,4.51,2.13,0.89,4.48,3,3,0,0,696885.5686,4063343.093,2.83969903,0.611635625,0.005222577,6.54,3,6
242,4.52,3.42,1.29,10.44,3,4,0,0,696881.04,4063349.539,4.229522228,1.038566709,0.005120662,,,
243,4.17,2.9,1.1,6.97,3,5,0,0,696872.2862,4063341.456,7.076738358,1.132534623,0.005090429,,,
244,3.45,2.2,1.28,5.09,3,6,0,0,696868.8476,4063343.264,5.618429184,1.214434862,0.004513451,,,
245,4.3,4.6,1.28,13.26,3,3,1,1,696898.1261,4063360.7,0.222398221,0.285675347,0.006612976,6.916666667,3,2
246,3.43,2.84,1.32,6.73,3,6,0,0,696901.3377,4063372.652,3.020266533,1.17931819,0.006932893,6.95,1,3
247,3.03,2.07,1.36,4.47,3,4,0,0,696898.0497,4063379.57,3.656270981,1.757589936,0.007800653,8.07,2,1
248,2.94,2.95,1.34,6.09,3,6,0,0,696887.0421,4063383.979,3.423806429,2.779162169,0.00736257,,,
249,3.3,2.5,1.78,7.69,3,6,0,0,696871.8323,4063372.861,5.2523489,2.976816416,0.00477253,11.56333333,2,4
250,3.24,2.5,1.39,5.9,3,5,0,0,696866.3769,4063369.072,7.470829487,2.941669703,0.004561445,,,
251,3.58,3.53,1.44,9.53,3,6,0,0,696861.8302,4063360.753,10.38888645,2.643196106,0.004142236,,,
252,3.6,3,1.7,9.61,3,6,1,0,696964.5834,4063273.643,0.065131083,0.131360963,0.002882892,,,
253,2.54,3.78,1.31,6.59,3,5,0,1,696962.1429,4063267.037,0.133034497,0,0.0030719,7.3,2,3
254,3.58,2.67,1.39,6.96,3,4,0,0,696961.3386,4063251.477,0.304320067,0,0.002655042,13.76,3,2
255,4.09,3.57,1.18,9.02,3,6,0,0,696941.7864,4063258.132,0.405189276,0,0.002220446,13.67,2,4
256,3.95,2.76,1.37,7.82,3,5,0,0,696951.283,4063265.011,0.479235739,0,0.002798889,,,
257,4.1,2.9,1.8,11.21,3,5,1,1,696956.8687,4063274.798,0.105402842,0.184765443,0.002854859,,,
258,5.7,6.6,1.8,35.46,3,5,1,0,696944.1811,4063278.391,0.202296481,0.642767429,0.002552192,9.45,7,2
259,5.7,3.4,1.8,18.27,3,7,1,1,696948.8095,4063290.931,1.694335461,1.989139915,0.002981529,14.55,1,1
260,3.66,3.02,1.27,7.35,3,7,0,0,696911.9897,4063274.875,0.070096396,0.458563715,0.003643695,7.72,0,5
261,3,1.7,1.6,4.27,3,6,1,0,696907.8311,4063273.003,0.335151851,0.404562056,0.003489272,5.86,1,2
262,1.83,1.91,1.21,2.21,3,3,0,0,696902.3246,4063271.433,1.152810335,0.233008727,0.003476703,4.41,0,1
263,2.41,2.77,1.56,5.45,3,6,0,0,696903.4173,4063282.226,0.148033664,0.453099072,0.004353175,7.866666667,3,2
264,5.6,3.9,1.6,18.3,3,5,1,0,696911.4385,4063294.955,0.229517832,0.009036578,0.004504896,7.966666667,1,1
265,3.1,3,1.3,6.33,3,9,1,0,696919.4314,4063297.248,0.388779998,0.538149476,0.004572802,,,
266,3.4,2.5,1.6,7.12,3,8,1,0,696901.84,4063311.941,0.300849527,0.927972436,0.004804642,,,
267,1.5,1.07,0.66,0.55,3,1,0,0,696893.0608,4063308.853,0.510892808,1.188166976,0.005548863,12.47,8,3
268,3.94,4.29,1.2,10.62,3,6,0,0,696900.5123,4063295.814,0.745578408,0.927219748,0.005169617,6.433333333,4,5
269,1.98,2.51,1.12,2.91,3,5,0,0,696901.947,4063291.74,0.329518914,0.914649844,0.005075306,,,
270,4.37,3.96,1.71,15.49,3,8,0,0,696894.1939,4063282.902,0.66242528,0.55648315,0.004757609,7.39,3,6
271,3.3,4.5,1.4,10.89,3,9,1,0,696883.4719,4063278.77,1.777289987,1.345647573,0.00387716,,,
272,4.37,2.95,0.56,3.78,3,1,0,0,696884.151,4063280.34,1.808705568,1.423517704,0.004271832,8.45,5,2
273,2.6,0.3,1.3,0.53,3,4,1,0,696870.9938,4063288.807,1.913101077,2.152726412,0.004515328,12.81666667,4,1
274,3.15,3.58,1.38,8.15,3,6,0,0,696877.0059,4063299.491,1.320585728,1.633024573,0.005894213,12.22,3,2
275,5.49,5.46,1.36,21.35,3,8,0,1,696889.5966,4063315.656,0.159010455,1.266963243,0.004600592,23.87,2,8
276,3.6,3.7,1.5,10.46,3,7,1,0,696875.671,4063322.551,2.400001526,1.439779043,0.006173809,,,
277,3.8,3.2,1.4,8.91,3,5,1,1,696869.5007,4063314.86,0.409419596,1.474707603,0.006344132,11.88,5,5
278,1.78,1.7,0.89,1.41,3,6,0,0,696862.9168,4063301.832,2.103858471,1.987238288,0.005643742,7.04,1,2
279,1.73,2.11,0.99,1.89,3,2,0,0,696859.2943,4063299.972,3.097310543,2.177942991,0.005033871,4.44,3,3
280,2.11,2.06,1.14,2.59,3,6,0,0,696852.9402,4063296.385,10.57370472,2.712553263,0.004352801,5.72,2,2
281,3.1,2.24,1.28,4.65,3,6,0,0,696847.7682,4063295.822,8.289096832,2.079444885,0.004327211,5.766666667,2,2
282,4.27,3.53,1.88,14.84,3,7,0,0,696852.1235,4063304.692,4.693207741,1.843622565,0.005383692,6.45,4,4
283,2.49,3.81,0.99,4.92,3,7,0,0,696853.9643,4063317.944,2.002691507,2.367014885,0.0056329,6.38,2,6
284,1.8,2.03,0.8,1.53,3,5,0,0,696854.1277,4063322.499,1.47434485,1.840388179,0.005343849,4.883333333,2,2
285,6.58,4.6,1.32,20.92,3,3,0,1,696851.8277,4063329.218,1.217690229,1.763658643,0.00475618,,,
286,1.96,1.98,1.02,2.07,3,5,0,0,696851.9273,4063332.662,1.682125926,1.905601025,0.004595185,6.1,1,3
287,2.95,2.72,1.12,4.71,3,5,0,0,696844.7793,4063324.726,5.32265377,2.440597773,0.005524515,6.14,5,7
288,3,2.31,0.93,3.37,3,2,0,0,696845.2207,4063313.303,4.922110081,2.241555452,0.004808571,,,
289,4.04,3.96,1.49,12.48,3,6,0,0,696837.4805,4063311.681,9.846129417,2.575210571,0.004673221,9.28,3,6
290,3.94,4.24,1.88,16.44,3,10,0,0,696827.2793,4063308.228,11.35019588,2.461395741,0.003453145,10.21,4,9
291,4.34,5.28,2.15,25.8,3,7,0,0,696816.5066,4063317.971,17.34006691,4.033605576,0.002938323,12.89,4,8
292,2.77,3.51,1.23,6.26,3,7,0,0,696820.4792,4063339.598,9.561607361,3.347532511,0.002945381,13.19,3,5
293,4.42,4.55,1.27,13.37,3,4,0,0,696809.1551,4063349.995,9.571702003,3.204946756,0.003489272,11.57,6,9
294,5.23,4.06,1.83,20.35,3,4,0,0,696806.8241,4063338.618,7.951782703,3.30380249,0.002854859,8.9,5,6
295,2.34,2.69,1.19,3.92,3,3,0,0,696795.2011,4063334.798,8.494930267,3.51811409,0.003639181,7.85,5,5
296,4.17,4.37,1.54,14.69,3,6,0,0,696788.3748,4063336.195,5.710636616,3.603197575,0.004123686,8.37,3,8
297,2.72,3.18,1.21,5.48,3,9,0,0,696770.1582,4063346.989,5.545801163,2.186150551,0.004271673,7.64,1,5
298,2.77,2.77,1.06,4.26,3,6,0,0,696762.5074,4063349.255,4.408689022,1.803637862,0.004255529,7.52,3,4
299,7.24,4.9,1.81,33.62,3,7,0,0,696772.9896,4063359.931,10.02020836,2.376040697,0.003978048,8.67,3,4
300,2.72,1.98,1.55,4.37,3,6,0,0,696781.0894,4063349.793,5.632491112,2.501943588,0.003883118,10.8,5,4
301,5.08,5.38,2.16,30.91,3,7,0,0,696769.2528,4063382.491,7.7909832,3.382024765,0.002137247,7.17,1,6
302,1.24,1.09,0.66,0.47,3,4,0,0,696830.3692,4063356.588,5.500617027,3.033690453,0.003666834,10.97,1,1
303,3.8,3.4,1.2,8.12,3,6,1,0,696839.6003,4063367.235,8.448943138,3.566207886,0.00404985,9.483333333,0,8
304,4.39,4.34,1.5,14.96,3,8,0,0,696848.3233,4063368.879,11.38427353,3.456813812,0.003922853,11.68333333,1,6
305,3.84,4.55,2.2,20.13,3,5,0,0,696855.109,4063384.798,3.995301247,3.223593235,0.004888835,,,
306,4.01,3.07,1.58,10.18,3,5,0,0,696857.9478,4063393.523,0.579025388,3.017460585,0.005767906,,,
307,4.42,3.1,1.58,11.34,3,3,0,0,696864.9502,4063392.24,1.510402679,3.146808863,0.004784647,,,
308,3.63,3.18,1.25,7.56,3,7,0,0,696866.2675,4063401.041,0.861695707,2.971891403,0.005566735,,,
309,2.46,2.16,0.97,2.7,3,5,0,0,696887.6243,4063401.421,2.544667244,3.191201925,0.006862389,,,
310,1.63,1.37,0.84,0.98,3,6,0,0,696894.762,4063402.029,2.338979244,3.087701082,0.006358527,,,
311,1.85,1.91,0.85,1.57,3,5,0,0,696900.2887,4063398.826,2.419463158,2.74033308,0.006825416,,,
312,2.46,2.21,1.07,3.05,3,3,0,0,696902.7317,4063389.779,2.338496923,1.945368886,0.007337252,8.02,1,2
313,2.26,2.95,1.08,3.77,3,1,0,0,696916.2516,4063416.067,2.310580015,3.4973526,0.004033218,,,
314,1.37,1.7,0.59,0.72,3,1,0,0,696896.4239,4063411.392,2.128608704,2.727947474,0.005284509,,,
315,2.31,1.85,0.89,1.99,3,7,0,0,696896.8808,4063407.073,2.102842569,2.957883596,0.00579279,,,
316,2.82,4.27,1.04,6.56,3,6,0,0,696883.4965,4063405.988,1.996847749,3.08526206,0.006168109,,,
